Time Profile - 2024-10-02 18:58:08.977872
Cube Size, Time (s)
101, 0.17617464065551758
201, 1.6897597312927246
301, 6.642377138137817
401, 16.83235502243042
501, 32.84999132156372
601, 57.88318681716919
701, 93.43205308914185
801, 136.4208858013153
901, 192.14067006111145
