Time Profile - 2024-10-02 18:48:37.148024
Cube Size, Time (s)
101, 0.19252347946166992
201, 1.688114881515503
301, 6.592071294784546
401, 16.92855668067932
501, 33.13028120994568
601, 57.33277916908264
701, 91.04080510139465
801, 143.3702416419983
901, 195.1467273235321
