Time Profile - 2024-10-03 18:54:20.435394
Cube Size, Time (s)
101, 0.5216164588928223
201, 3.304255962371826
301, 10.47485613822937
401, 23.273839235305786
501, 45.40646505355835
601, 77.95988321304321
