Time Profile - 2024-10-03 19:05:01.022825
Cube Size, Time (s)
101, 0.5273656845092773
201, 3.2650787830352783
301, 10.348431587219238
401, 24.1028950214386
501, 44.9684534072876
601, 76.99402499198914
