Cube Size, Time (s)
101, 2.8606653213500977
201, 23.50172257423401
301, 78.55140328407288
401, 185.64892530441284
501, 367.99475932121277
601, 233.15636038780212
701, 0.07823848724365234
801, 0.35646796226501465
901, 0.33374691009521484
