Time Profile - 2024-10-07 15:44:00.759883
Cube Size, Time (s)
101, 0.21937298774719238
201, 1.5721135139465332
301, 5.143614292144775
401, 14.905994653701782
501, 29.086118936538696
601, 50.341487646102905
