Time Profile - 2024-10-11 15:17:53.528210
Cube Size, Time (s)
101, 0.6032612323760986
201, 4.4324798583984375
301, 15.238609313964844
401, 44.65562653541565
501, 85.16082382202148
601, 151.21202111244202
