Cube Size, Time (s)
101, 0.7026286125183105
201, 4.783675909042358
301, 15.109777450561523
401, 43.381388425827026
501, 74.65279769897461
601, 127.91014075279236
701, 42.35320711135864
801, 0.9081223011016846
901, 0.10169792175292969
