Time Profile - 2024-10-07 15:39:42.052109
Cube Size, Time (s)
101, 0.21033835411071777
201, 1.5290684700012207
301, 5.053568601608276
401, 14.871649503707886
501, 29.904247045516968
601, 51.205145597457886
