Time Profile - 2024-10-11 11:43:24.853857
Cube Size, Time (s)
101, 0.6201691627502441
201, 4.504444122314453
301, 15.054941892623901
401, 44.64531087875366
501, 84.84054017066956
601, 55.982649087905884
