Time Profile - 2024-10-06 20:02:33.025882
Cube Size, Time (s)
101, 1.4050483703613281
201, 0.5556910037994385
301, 1.5601856708526611
401, 3.6135129928588867
501, 7.203097820281982
601, 12.75353479385376
